# x(um) y(um) residual(um) curvature(1/mm)
592.6559844084165 -1056.0624627142895 159.57035184634003 44.04277844570574
625.6262579021728 -1060.2855617284358 158.2966465702348 -106.87399503160759
658.6362559395687 -1065.3380362478254 156.5437304914542 -108.26882850601122
691.6263917051448 -1069.975823014593 155.04883670431627 -127.39562717744936
724.6413553104957 -1075.1319694721378 153.26004246138095 -137.0086398884058
757.6513533478916 -1080.1844439915271 151.545367943421 207.93063589962136
790.6414891134676 -1084.8222307582953 150.08789454809346 -134.6612048577577
823.6763149906382 -1090.3930649684614 148.09344513147954 24.959427086209715
856.6664507562143 -1095.0308517352291 146.6611142010923 -29.55513971585136
889.6565865217905 -1099.668638501997 145.24106119757502 247.49219439444693
922.6069977437271 -1103.4770497635216 144.31994322044991 -69.49250014735728
955.5325811258889 -1106.7671013342695 143.71404305158018 -81.53747649910329
988.4631300760058 -1110.1608248431726 143.05817558098602 -90.60590763609275
-1024.5275474334985 -806.6956956821208 252.7835125679857 135.3759255829532
-991.5572739397422 -810.918794696267 250.90809620617952 -221.9786464231934
-958.5423103343915 -816.0749411538119 248.46127772065861 -35.7739424943488
-925.5720368406351 -820.2980401679581 246.60995662379847 -192.64152571989632
-892.5620388032393 -825.3505146873475 244.25307793221333 -166.967747055486
-859.5272129260687 -830.9213488975138 241.58606659760977 -111.82935348321287
-826.4725247770783 -836.9068708603016 238.67455398045777 -181.6029793265142
-793.3781120844484 -843.7217683283327 235.26180285491063 -106.52165375893121
-760.2588715520438 -851.0550254871408 231.5428986928484 -57.62194319839409
-727.1396310196393 -858.3882826459487 227.84039448965922 -182.89859574776852
-694.0005282154151 -866.1362275573782 223.89773945193616 -195.80340316785646
-660.8217008675513 -874.713547974051 219.4599806123104 -64.73405945963455
-627.6379079517324 -883.3945403288791 214.97709621720583 215.10565113929192
-594.4789428756883 -891.5571729929302 210.83230718777847 -248.50519539463883
-561.2951499598696 -900.2381653477582 206.38690656922063 -39.92764294811026
-528.1361848838255 -908.4007980118093 202.27855389913705 -101.41083159665241
-494.9772198077814 -916.5634306758604 198.18816432885936 -80.04994450326991
-461.8579792753769 -923.8966878346685 194.62302160088512 -75.84019693918324
-428.78342885456675 -930.2968975500779 191.64421571514174 -6.309791087573177
-395.768465249216 -935.4530440076227 189.43926624414692 -186.77454842255327
-362.73860494000036 -940.9202062796336 187.0577084630977 307.96345441109384
-329.7881937180638 -944.7286175411582 185.69948596468893 -172.5216091484792
-296.81792022430733 -948.9517165553045 184.1002816358583 -129.37247044235494
-263.8923368421455 -952.2417681260522 183.0799720338579 -194.3030390510657
-230.92206334838914 -956.4648671401985 181.50376778905908 -193.88949218710155
-197.93192758281305 -961.1026539069663 179.68775956077758 -180.5114156590094
-164.936826249282 -965.8441126118895 177.8212026929803 -308.0517625174258
-131.92682821188612 -970.8965871312788 175.7787807871027 317.43184122109636
-99.021107101544 -973.771950949405 175.06584148219085 -277.28431397831173
-66.11538599120185 -976.6473147675313 174.36327726724772 -286.83555828251576
-33.18483704108503 -980.0410382764343 173.3580204306923 -318.3942171621406
-0.17483900368916158 -985.0935127958238 171.36283348091396 45.140349023365204
32.775572218247426 -988.9019240573484 170.13020291288146 -69.76736520401435
65.72101787222907 -992.6066633807177 168.97130562191765 -15.63895381555903
98.54232432733723 -993.7196042502022 169.38328861540208 224.81555612676118
131.32390623880585 -994.0031696144436 170.3033869195971 -11.245920311345003
164.08066031049975 -993.768375287908 171.54402243086986 -50.626550570955175
196.88210449378815 -994.466628404771 172.23207088193612 -75.7306227410375
229.72327322071604 -995.994257026877 172.4304899911688 -77.94415711144475
262.62899433105815 -998.8696208450032 171.8287312646219 -57.48190397999123
295.5794055529948 -1002.6780321065279 170.67743841127864 -9.54511049861831
328.5099545031116 -1006.071755615431 169.7860616613647 -25.056561873733603
361.45540015709327 -1009.7764949388003 168.71925076218986 -13.967786270362842
394.4058113790299 -1013.5849062003249 167.60158866828885 -71.75668872724061
427.4158094164257 -1018.6373807197142 165.75146929459493 33.641716318110696
460.40594518200186 -1023.2751674864821 164.1617917921465 -12.702105169391778
493.42090878735263 -1028.431313944027 162.2751893593971 15.097737927157011
526.4309068247485 -1033.4837884634162 160.46331154652393 13.047458084901725
559.4458704300994 -1038.639934920961 158.60255214486654 15.532150934041937
592.4360061956755 -1043.277721687729 157.0628988562098 9.836144120006583
625.4261419612515 -1047.9155084544966 155.53552349442296 8.77225233366169
658.4609678384221 -1053.486342664663 153.4669500555732 15.793268207310557
691.4709658758179 -1058.5388171840525 151.71901672138233 16.618726773577894
724.5057917529886 -1064.1096513942186 149.67714650337817 21.77000535559742
757.4959275185647 -1068.7474381609863 148.200316787561 15.598708513582284
790.5108911239155 -1073.903584618531 146.42969030116092 20.286391950970714
823.5010268894916 -1078.541371385299 144.97774233419517 10.690022195966877
856.5110249268873 -1083.5938459046886 143.29375347868665 15.025255449345957
-1222.142127764653 -777.4881472520461 256.6146475587873 29.584618531231566
-1189.3406835813646 -778.1864003689092 256.8861796277301 -43.29142898069848
-1156.5193771262566 -779.2993412383936 256.9054849603641 -56.81710369132016
-1123.6136560159143 -782.1747050565198 255.82482012016112 -51.139280001277534
-1090.6433825221582 -786.397804070666 253.90723798421539 -24.49019183828304
-1057.6284189168073 -791.5539505282107 251.41549754675322 -21.033248468339387
-1024.5340062241773 -798.3688479962418 247.8964031475732 1.388069282517116
-991.5438704586012 -803.0066347630096 245.75642023420158 -16.534085683961756
-958.5487691250702 -807.7480934679328 243.56383539544123 -8.612598432755753
-925.6033234710884 -811.4528327913022 242.03184459470336 -10.855010454373922
-892.6131877055122 -816.09061955807 239.92817402976365 -5.581955872449926
-859.5982241001616 -821.2467660156148 237.5133272984482 -9.68312316497891
-826.5236736793514 -827.6469757310242 234.33610529978532 3.522327723685783
-793.4242954187666 -834.5655451372106 230.85109962394094 8.607214620563122
-760.2851926145423 -842.3134900486402 226.86638742265055 13.652587426159698
-727.1709176500927 -849.5430752692927 223.2204533857279 10.673198305190589
-694.0318148458684 -857.2910201807224 219.2695810764697 2.0346517085272304
-660.8281596582299 -866.3867002881719 214.50227307959975 8.716941771570669
-627.6245044705913 -875.4823803956216 209.75485255424388 21.724947541779084
