3.8e-7 3.529587471827864e6
3.8195e-7 3.859044729867453e6
3.839e-7 4.216296363138922e6
3.8585e-7 4.6034409385018675e6
3.8779999999999997e-7 5.022717238587241e6
3.8974999999999995e-7 5.476512450650952e6
3.9169999999999994e-7 5.9673707685500765e6
3.9364999999999993e-7 6.498002425723217e6
3.955999999999999e-7 7.071293177726062e6
3.975499999999999e-7 7.690314253564744e6
3.994999999999999e-7 8.358332795784616e6
4.014499999999999e-7 9.078822810010314e6
4.0339999999999987e-7 9.85547664539659e6
4.0534999999999985e-7 1.0692217028237266e7
4.0729999999999984e-7 1.1593209671795757e7
4.0924999999999983e-7 1.2562876486259978e7
4.111999999999998e-7 1.3605909413596483e7
4.131499999999998e-7 1.4727284912974605e7
4.150999999999998e-7 1.5932279123360176e7
4.170499999999998e-7 1.7226483730836403e7
4.1899999999999977e-7 1.8615822569198523e7
4.2094999999999976e-7 2.0106568983390693e7
4.2289999999999974e-7 2.1705363986410126e7
4.2484999999999973e-7 2.3419235241390556e7
4.267999999999997e-7 2.525561690170496e7
4.287499999999997e-7 2.72223703430874e7
4.306999999999997e-7 2.8502965409733836e7
4.326499999999997e-7 2.982927990761552e7
4.3459999999999967e-7 3.1202327747062977e7
4.3654999999999966e-7 3.262312453554639e7
4.3849999999999965e-7 3.4092686985497884e7
4.4044999999999963e-7 3.5612032319016084e7
4.423999999999996e-7 3.7182177670091175e7
4.443499999999996e-7 3.880413948498096e7
4.462999999999996e-7 4.047893292136605e7
4.482499999999996e-7 4.220757124690005e7
4.5019999999999957e-7 4.3991065237769626e7
4.5214999999999956e-7 4.583042257786242e7
4.5409999999999955e-7 4.772664725913958e7
4.5604999999999953e-7 4.9680738983791746e7
4.579999999999995e-7 5.169369256875439e7
4.599499999999995e-7 5.3766497353140034e7
4.618999999999995e-7 5.590013660913657e7
4.638499999999995e-7 5.809558695690943e7
4.6579999999999947e-7 6.035381778402825e7
4.6774999999999946e-7 6.267579066992971e7
4.6969999999999945e-7 6.506245881591146e7
4.7164999999999944e-7 6.751476648113832e7
4.735999999999994e-7 7.003364842512949e7
4.755499999999994e-7 7.262002935717556e7
4.774999999999995e-7 7.527482339312647e7
4.794499999999995e-7 8.043959455407128e7
4.813999999999995e-7 8.592855345481925e7
4.833499999999996e-7 9.176023221839747e7
4.852999999999996e-7 9.795412443383263e7
4.872499999999997e-7 1.0453073037089247e8
4.891999999999997e-7 1.1151160412708776e8
4.911499999999997e-7 1.1891940278256665e8
4.930999999999998e-7 1.2677793764127393e8
4.950499999999998e-7 1.3511222763958952e8
4.969999999999999e-7 1.439485550065959e8
4.989499999999999e-7 1.5331452326317284e8
5.008999999999999e-7 1.6323911765023616e8
5.0285e-7 1.737527680797165e8
5.048e-7 1.8488741470519957e8
5.067500000000001e-7 1.9667657621264708e8
5.087000000000001e-7 2.0915542093519697e8
5.106500000000001e-7 2.2236084089974698e8
5.126000000000002e-7 2.363315289168761e8
5.145500000000002e-7 2.5110805882961065e8
5.165000000000003e-7 2.6673296904065228e8
5.184500000000003e-7 2.832508494419097e8
5.204000000000003e-7 3.007084318745709e8
5.223500000000004e-7 3.191546842524701e8
5.243000000000004e-7 3.3864090848616815e8
5.262500000000005e-7 3.592208423500368e8
5.282000000000005e-7 3.62799065985639e8
5.301500000000005e-7 3.663171908057408e8
5.321000000000006e-7 3.697738679266716e8
5.340500000000006e-7 3.7316779808582306e8
5.360000000000007e-7 3.764977320718482e8
5.379500000000007e-7 3.7976247109166276e8
5.399000000000008e-7 3.829608670753873e8
5.418500000000008e-7 3.8609182292041475e8
5.438000000000008e-7 3.8915429267588997e8
5.457500000000009e-7 3.9214728166887707e8
5.477000000000009e-7 3.950698465735974e8
5.49650000000001e-7 3.979210954251491e8
5.51600000000001e-7 4.007001875791177e8
