# x(um) y(um) residual(um) curvature(1/mm)
-1717.6220731067945 -1285.9645148607042 -167.197275397269 111.75028831654019
-1710.7026943217472 -1269.618714689987 -164.15437740040767 3.604185903110841
-1704.814639742343 -1253.3038714199788 -160.09272257065757 0.7671305183445435
-1698.4147340163838 -1236.7277676712067 -166.70698112923338 78.53634619108553
-1699.6485121068893 -1237.0106979804664 -155.32073339441763 -0.31829768630621225
-1694.589327848266 -1220.474838202616 -160.61770084882966 4.232304445978323
-1686.8487006549706 -1203.8584904829227 -168.54954146560837 240.9480257727793
-1689.1138029511194 -1204.172377692891 -156.1536173511219 2.0091021830474545
-1683.5389565896746 -1187.621039464686 -161.9605184876213 -0.7676002885540255
-1678.067242648794 -1171.072796926552 -167.66760864618783 273.319221484755
-1682.3949933562294 -1171.4485979379374 -153.25547862628707 3.483592992618288
-1680.0172520322783 -1154.9932261019292 -155.9407022564872 5.718637496863398
1252.8830524667867 -960.6571380812902 -152.17684658381648 6.593673696914927
1268.2535940871367 -960.4416622891405 -151.89889943981888 1.8749669786447092
1227.0980210641458 -944.5553255778096 -154.54498132200746 -0.06954677446359608
1251.3379508530272 -944.0736204395656 -160.00516638392082 6.156334568009166
1269.3899354080493 -943.7776567055736 -161.43814379385938 13.856898863865522
1282.079034093727 -943.6426688552664 -159.4089934627894 8.516492293605161
1293.1180140503755 -943.5572120460931 -156.309525852607 -0.1010695486937843
1304.156994007024 -943.4717552369199 -153.19646036659856 -13.5177328773386
1318.7024762628594 -943.2810449653372 -152.29689441933158 16.80292116082962
1027.4929404916975 -930.9661485312347 -154.25991425466498 27.50001797185005
1070.193573561592 -929.9303148703061 -172.4946122134282 23.971136490777436
1084.7390558174275 -929.7396045987234 -171.96710237598748 7.272729335251587
1089.5900905402166 -929.8398891938019 -165.02158712164604 -2.616709291204478
1097.0194357771138 -929.8627815371088 -159.7737577429479 -4.744424936140168
1108.883475098277 -929.7525592073687 -157.43881072914118 -4.2792404977212
1120.8506468400042 -929.6392411875574 -155.15586030964187 -7.33698438084438
1133.5397455256818 -929.5042533372504 -153.32994141496317 -0.69758991376825
1192.5467339135375 -928.7166467303526 -151.20099443899747 -10.811464687799742
1221.2213577866848 -928.1018269190615 -159.6033469633058 -0.3508910643710828
1248.0395980896742 -927.5427295290459 -166.7209817155101 3.9404891757096325
1268.6698931588044 -927.1693735432822 -169.7998283215945 13.199255305751544
1281.4621242650464 -927.0312900029043 -167.82962101363725 2.149927061630165
1292.5011042216947 -926.9458331937309 -164.7239913535381 9.898945632758197
1301.6837006081855 -926.9160988058331 -160.4238506143666 -6.378949504178501
1311.8976212003195 -926.8554075172268 -156.76937751747644 -18.816114518603417
1326.3399710355905 -926.6677929357149 -155.7828618002702 13.362550934608413
1339.1322021418323 -926.5297093953369 -153.73022209173436 4.674973963304153
1351.9244332480744 -926.3916258549589 -151.65928453160205 12.760276720402144
1095.8754309768128 -912.5295350498734 -198.40932407086208 21.84479205835235
1139.5042558317862 -911.465840178307 -216.89500984083384 39.49785129919999
1149.6150440033557 -911.4082445797713 -213.35149793786874 11.069217304382292
1150.9595764269582 -911.6137826372593 -204.0802521718957 -2.342858742129254
1155.8106111497475 -911.7140672323379 -197.09590765442098 -4.8320502988410095
1164.9932075362383 -911.6843328444402 -192.92994096201343 6.009597067383592
1171.5974934086212 -911.731990708314 -187.0783694365076 3.1288971158299725
1174.695276981817 -911.8849020345973 -178.9436978437669 0.4902778897331957
1176.968001190498 -912.0625788814474 -170.2720112298091 -6.879688618371659
1183.5722870628808 -912.1102367453212 -164.4117788540171 -17.408388230920348
1195.436326384044 -912.0000144155811 -161.95455224342686 -30.128646000359502
1216.1697538737385 -911.6235627397464 -165.2091957860358 -15.839323231198092
1243.8130535412424 -911.039699829164 -172.85539389857178 -2.415135018389021
1268.0529833301237 -910.55799469092 -178.240059899876 8.400951282469604
1284.3517167355526 -910.3146576881326 -178.49909291699552 24.3071757421843
1293.5343131220432 -910.2849233002348 -174.20147539640266 6.324217286606792
1301.0667907795048 -910.3047199534709 -168.84565193278988 7.461016352708448
1307.6710766518875 -910.3523778173447 -162.89422532915466 -33.36550470031313
1317.7818648234572 -910.2947822188092 -159.16118558758782 -14.375742834420567
1331.502287714778 -910.1288374677933 -157.69979203548687 6.026546870961363
1345.9446375500488 -909.9412228862816 -156.67264582773484 12.857983859463925
1359.6650604413696 -909.7752781352658 -155.16800121146557 21.635874603609583
1370.600907977454 -909.6929170161634 -151.89435031308847 5.9578930816172955
1028.428712622453 -897.9241633634314 -162.71406009798397 9.103462022138215
1129.0897660494952 -895.1485518826768 -219.0131787118151 14.2759659494853
1170.965339754875 -894.137483742315 -236.1696859502843 58.703191498027415
1180.147936141366 -894.1077493544173 -231.9821336671602 55.01689463679155
