# x(um) y(um) residual(um) curvature(1/mm)
6492.927688299184 -423.4205078155294 -210.5887116905667 6.327025518319849
6489.6990531604815 -376.42933679713076 -212.17419765376053 6.952933820491657
6656.857425940385 34.81687694125607 -252.4042810810755 12.99431939144131
6666.79430963354 309.18308683328297 -311.80329291777963 7.038468326373174
6611.094374029448 199.17308250333815 -276.40272342298266 8.46383526055557
6612.159393480994 580.1543056050842 -357.6010772108541 2.6608142109478763
6675.883217217526 208.1518192381878 -282.13549017298305 6.644589721543705
6703.84675900525 265.88797951046655 -296.0839628001046 15.176961012842469
6549.258890825445 950.4547735859403 -423.4504715633497 40.04196701883791
6584.022847914538 926.4689476507692 -420.1472300953151 169.41762819301837
6673.85703292706 240.6928916552691 -280.3349135106578 3.2577569689911132
6703.36658294823 279.8503537258543 -290.3924189604853 -46.42652562942726
6737.9587613447175 257.92882759087144 -287.73275751147133 11.557335946195076
6628.059633720207 11.682075314476029 -219.7366398797863 2.682446594040917
6583.805392210914 937.2741574658692 -413.75103543720525 23.345604747786226
6676.5699196267005 216.28357546715878 -266.64356267002637 51.018566987611955
6706.857526079082 246.09097373689164 -274.77224458011153 -4.928145199070369
6740.752485076172 232.5480762026726 -273.86421454907367 -19.182375474357507
6777.163496688479 188.76925806569727 -266.6895590223002 1.285132624517502
6628.4484557551905 15.201521128911706 -211.8865515473055 45.220452264505596
6654.51232729528 95.76640860327163 -230.85235273847886 2.273121651995678
6682.556706114817 152.53113367546192 -244.71930991521634 0.32687725970316023
6713.096928291618 179.30279694491801 -252.25654292008278 43.308211125286256
6746.395714179078 172.92423401135207 -252.86423266983476 -21.354037369461988
6781.594170314173 143.7169438757051 -248.72982047586734 0.6813558598159221
6817.651519912293 104.18815473911722 -242.4698640636573 4.955172953659935
6659.549278659579 43.4283304126153 -211.24936849150197 9.823116600592263
6689.058828680748 82.5857924832005 -221.4677922452116 9.329980560374649
6720.28616562797 101.10025655190388 -227.32228324111873 94.25960101342389
6753.160557098407 99.82172841880292 -229.02630147590503 6.698749127559196
6787.318236448892 83.12166648429604 -227.51718569036123 -20.722993174718482
6821.738636152776 63.26444014950143 -225.3634107369754 17.721875789461706
6856.249977517449 42.3143492146072 -222.9969414485366 5.156494163766329
6891.998929751156 14.683634493218788 -210.6653169121572 2.9899896455928223
3282.107831171608 -699.6576442635301 211.69317998536764 -28.243072757245553
3315.2348383664635 -703.9719073969078 210.4450396691972 -44.6463580661989
3280.849598683376 -676.34520624729 214.15292605176168 -4.129833747324236
3315.1891613554444 -695.2309973819961 216.73701706570847 -31.64035036476059
3347.6290537798795 -691.288061314621 213.32637365693984 -19.95952330787454
3178.836115069736 -623.5755804294114 215.9289153322045 -9.19158211031121
3211.7004019111955 -624.7326791625014 213.88573840457005 16.410195135527534
3245.4336868446576 -636.3327062965433 214.5864767116657 2.0728236197837
3314.537206605819 -679.2043233664202 221.1187684633457 -9.985221539745327
3347.411598076255 -680.4828514995212 219.08278402275738 -12.8212992632663
3379.0734340694785 -667.1898516312939 213.2381880703038 -1.0926496593848354
3212.604560023993 -627.4061327486302 223.1758387796997 -13.092482574034813
3245.559788526244 -629.6560960818198 221.41812273342936 -32.432798693440276
3279.384015120497 -642.3489878159612 222.39905216165033 -30.542388433299124
3312.935416732377 -651.7632857498039 222.51106199468967 -5.167893226327266
3347.10320071184 -668.5847770843217 224.55420479690244 -22.629027070761055
3378.7650367050633 -655.2917772160944 218.7162095803236 0.6704877787275978
3410.083315313076 -637.8701777474907 211.81586131955237 4.482897636449539
6042.9972848361385 405.5841171099236 -210.91342620696483 44.792720425051684
3245.34233282262 -618.85088626672 227.1655747421339 -10.892606656261732
3277.6912835862636 -613.8150855992452 223.5003798928201 1.7049101810193932
3310.0503389788837 -608.9007143317816 219.87213495403176 27.940967289555335
3346.3704089304006 -651.5866678686573 228.6926451038434 -1.8134341304318993
3378.547581001439 -644.4865674009945 224.4808099259725 10.48186779401809
3409.865859609452 -627.0649679323908 217.5868287458106 28.794155751583187
3441.446858570861 -612.8005328640749 211.53184164205794 21.53949463268787
3276.4431557270086 -590.6240769830163 226.00805434067857 -5.373344369688962
3306.0335427799923 -552.4380501125197 213.69268590844092 7.1689180985754515
3345.718454180775 -635.5599938530816 233.08748235633593 -26.614388395277764
3378.5827410222346 -636.7170925861714 231.03883308832124 -22.809428780231872
3410.072798322852 -621.359792917756 224.68715062062003 6.934706825340815
3441.7447389450526 -608.1882224495396 218.91950794177305 7.325181967967015
3473.750132323486 -599.0238221816885 214.20484071131256 0.8742448814176881
3506.018246055315 -593.0165863141253 210.31688488759335 5.883668705764061
3309.433544250054 -585.1045655013827 230.81961733230972 -24.40613928436272
3343.944885614728 -606.0546564362769 233.96258100657678 -4.9020393364008354
3378.4562269794014 -627.0047473711711 237.09043362220598 -35.9883706799919
3410.3706786970442 -616.7474825032206 232.07242104752757 -11.978644390366235
3442.123456351058 -604.5473472350928 226.55987812704203 1.9451038050989093
3474.219791390283 -596.4758115673415 222.130645623261 6.043106143093335
3506.659683814717 -592.5328754999664 218.77845808439645 -5.569781073543196
3539.0086345783607 -587.4970748324916 215.14796095051443 3.9383354553901615
3571.3676899709812 -582.5827035650283 211.5539535776518 5.333139945102362
4779.682960931597 -927.0831815838726 211.94229575941827 -6.14358493577942
3339.412753338021 -543.3990928164504 226.19550777227724 -4.153136916666785
3377.1979944911695 -603.6923093549311 239.5957165273151 -5.958679092745302
3410.4967803786303 -610.0708722884971 238.92043484128686 -45.86671588250754
3442.51227838604 -601.0279014206571 234.23196617311606 1.2037605030540655
3474.8612291496843 -595.9921007531824 230.59195280907383 -18.265108662971667
3507.129342881514 -589.9848648856192 226.70561716190983 0.672607878959858
3539.5692353059485 -586.0419288182443 223.35880812518857 -32.06805351087113
3571.837349037778 -580.0346929506811 219.48368914567325 -42.815903224233566
3603.751800755421 -569.7774280827305 214.52069175444765 9.638043717712574
3636.019914487251 -563.7701922151672 210.6598895356312 -26.203813577084656
